Synthetic_ID,Department,Years_of_Experience,Overtime_Hours,Absenteeism_Days,Patient_Load,Workdays_per_Month,Previous_Satisfaction_Rating,Overtime_Ratio,Workload_Intensity,Shift_Duration_Hours,Primary_Shift_Type,Scheduling_Assignments,Weekend_Work_Frequency,Consecutive_Assignments,Consecutive_Work_Days,Consecutive_Days_Off,Skill_Diversity,Contract_Flexibility,INRC_Shift_Pattern,INRC_Expected_Hours,Satisfaction_Score,Workload_Complexity,Scheduling_Stress_Index,Work_Life_Balance_Score,Skill_Utilization,Shift_Pattern_Consistency,Duration_Alignment,Scheduling_Harmony_Score
SYNTH_00245,ICU,7,19,0,23,20,2.54,1.899999810000019,0.6666666666666666,10,Day,0,0,3,3,0,2.0,20Percent,Night,12,3.09,0.0,0.8885713525714363,0.0,200.0,0,0,0.027857161857140933
SYNTH_00246,ER,13,8,0,9,26,2.39,0.6666666111111158,0.8666666666666667,12,Late,0,0,2,2,0,2.0,FullTime,Night,12,4.9,0.0,0.352380930158732,0.0,200.0,0,1,0.411904767460317
SYNTH_00247,ER,12,14,2,13,22,2.73,1.166666569444453,0.7333333333333333,12,Late,0,0,0,0,3,0.0,0,Day,8,1.5,0.0,0.4666666277777812,3.0,0.0,0,0,0.8833333430555548
SYNTH_00248,ER,18,0,2,7,29,4.13,0.0,0.9666666666666668,10,Day,0,0,0,0,2,1.0,FullTime,Day,8,1.07,0.0,0.0,2.0,100.0,1,0,1.0
SYNTH_00249,Pediatrics,19,11,3,14,22,2.94,1.099999890000011,0.7333333333333333,10,Day,0,0,1,4,0,1.0,FullTime,Early,8,4.08,0.0,0.6114285274285758,0.0,100.0,0,0,0.09714286814285605
SYNTH_00250,ICU,15,2,1,23,20,4.18,0.1666666527777789,0.6666666666666666,12,Late,0,0,0,0,3,1.0,PartTime,Day,8,4.23,0.0,0.06666666111111157,3.0,100.0,0,0,0.9833333347222222
SYNTH_00251,ER,8,10,0,7,26,3.31,1.2499998437500195,0.8666666666666667,8,Early,0,0,0,0,2,2.0,HalfTime,Day,8,1.48,0.0,0.4999999375000078,2.0,200.0,0,1,0.8750000156249981
SYNTH_00252,General Medicine,19,1,0,19,25,2.37,0.0833333263888894,0.8333333333333334,12,Late,0,0,0,0,2,0.0,0,Day,8,2.06,0.0,0.03333333055555576,2.0,0.0,0,0,0.7416666673611111
SYNTH_00253,ER,10,15,0,5,24,4.24,1.4999998500000151,0.8,10,Day,0,0,0,0,4,2.0,HalfTime,Day,8,1.07,0.0,0.5999999400000061,4.0,200.0,1,0,1.3500000149999984
SYNTH_00254,ER,7,8,0,11,17,1.95,0.9999998750000156,0.5666666666666667,8,Early,0,0,2,4,0,1.0,PartTime,Night,12,2.17,0.0,0.5714285214285777,0.0,100.0,0,0,0.10714286964285558
SYNTH_00255,Pediatrics,18,14,2,16,17,1.9,1.7499997812500274,0.5666666666666667,8,Early,0,0,2,3,0,2.0,PartTime,Night,12,4.09,0.0,0.8285713410714396,0.0,200.0,0,0,0.0428571647321401
SYNTH_00256,Pediatrics,16,11,3,21,29,3.02,1.099999890000011,0.9666666666666668,10,Day,0,0,2,5,0,2.0,FullTime,Day,8,3.07,0.0,0.6542856702857187,0.0,200.0,1,0,0.3364285824285703
SYNTH_00257,ICU,6,0,4,24,15,2.04,0.0,0.5,10,Day,0,0,0,0,2,2.0,20Percent,Day,8,2.39,0.0,0.0,2.0,200.0,1,0,1.0
SYNTH_00258,General Medicine,9,12,1,9,21,1.04,1.199999880000012,0.7,10,Day,0,0,3,3,0,2.0,HalfTime,Early,8,2.49,0.0,0.6085713805714335,0.0,200.0,0,0,0.09785715485714164
SYNTH_00259,Pediatrics,13,13,0,8,19,3.59,1.083333243055563,0.6333333333333333,12,Late,0,0,4,4,0,1.0,FullTime,Night,12,1.01,0.0,0.6047618686507966,0.0,100.0,0,1,0.3488095328373009
SYNTH_00260,ER,8,7,3,16,18,3.04,0.5833332847222263,0.6,12,Late,0,0,0,0,3,1.0,HalfTime,Day,8,2.2,0.0,0.23333331388889056,3.0,100.0,0,0,0.9416666715277774
SYNTH_00261,ICU,16,7,4,24,24,2.78,0.8749998906250137,0.8,8,Early,0,0,0,0,6,0.0,0,Day,8,3.59,0.0,0.3499999562500055,6.0,0.0,0,1,1.9125000109374986
SYNTH_00262,ER,13,11,3,22,29,4.87,1.099999890000011,0.9666666666666668,10,Day,0,0,0,0,3,1.0,20Percent,Day,8,4.9,0.0,0.4399999560000044,3.0,100.0,1,0,1.1400000109999988
SYNTH_00263,ER,13,0,2,21,18,3.28,0.0,0.6,8,Early,0,0,0,0,2,2.0,PartTime,Day,8,4.39,0.0,0.0,2.0,200.0,0,1,1.0
SYNTH_00264,Pediatrics,17,10,4,23,28,4.45,1.2499998437500195,0.9333333333333332,8,Early,0,0,0,0,2,2.0,PartTime,Day,8,1.09,0.0,0.4999999375000078,2.0,200.0,0,1,0.8750000156249981
SYNTH_00265,ICU,5,7,3,13,18,1.56,0.8749998906250137,0.6,8,Early,0,0,0,0,3,0.0,0,Day,8,4.59,0.0,0.3499999562500055,3.0,0.0,0,1,1.1625000109374986
SYNTH_00266,General Medicine,17,9,2,8,20,3.28,1.1249998593750177,0.6666666666666666,8,Early,0,0,0,0,4,2.0,HalfTime,Day,8,4.13,0.0,0.44999994375000707,4.0,200.0,0,1,1.3875000140624982
SYNTH_00267,General Medicine,9,18,3,6,29,4.47,1.7999998200000182,0.9666666666666668,10,Day,0,0,0,0,3,1.0,HalfTime,Day,8,4.12,0.0,0.7199999280000073,3.0,100.0,1,0,1.0700000179999982
SYNTH_00268,Pediatrics,2,10,3,8,22,3.33,1.2499998437500195,0.7333333333333333,8,Early,0,0,0,0,2,1.0,FullTime,Day,8,2.83,0.0,0.4999999375000078,2.0,100.0,0,1,0.8750000156249981
SYNTH_00269,Pediatrics,18,6,4,6,22,3.87,0.599999940000006,0.7333333333333333,10,Day,0,0,0,0,7,0.0,0,Day,8,2.59,0.0,0.23999997600000242,7.0,0.0,1,0,2.1900000059999996
SYNTH_00270,ICU,9,10,2,19,19,2.49,0.99999990000001,0.6333333333333333,10,Day,0,0,0,0,3,0.0,0,Day,8,2.21,0.0,0.39999996000000404,3.0,0.0,1,0,1.150000009999999
SYNTH_00271,General Medicine,6,16,0,6,29,1.37,1.3333332222222316,0.9666666666666668,12,Late,0,0,4,4,0,2.0,FullTime,Day,8,1.26,0.0,0.704761860317464,0.0,200.0,0,0,0.073809534920634
SYNTH_00272,General Medicine,11,0,1,8,20,2.83,0.0,0.6666666666666666,10,Day,0,0,1,4,0,0.0,0,Late,8,1.91,0.0,0.1714285714285714,0.0,0.0,0,0,0.20714285714285716
SYNTH_00273,General Medicine,6,7,4,10,18,2.58,0.5833332847222263,0.6,12,Late,0,0,0,0,4,2.0,PartTime,Day,8,1.99,0.0,0.23333331388889056,4.0,200.0,0,0,1.1916666715277773
SYNTH_00274,ER,6,5,2,11,26,4.47,0.499999950000005,0.8666666666666667,10,Day,0,0,0,0,5,2.0,20Percent,Day,8,2.94,0.0,0.19999998000000202,5.0,200.0,1,0,1.7000000049999995
SYNTH_00275,General Medicine,13,17,3,14,28,1.98,1.6999998300000172,0.9333333333333332,10,Day,0,0,0,0,2,2.0,HalfTime,Day,8,3.99,0.0,0.679999932000007,2.0,200.0,1,0,0.8300000169999983
SYNTH_00276,ER,11,5,2,23,25,4.87,0.499999950000005,0.8333333333333334,10,Day,0,0,0,0,2,1.0,FullTime,Day,8,2.9,0.0,0.19999998000000202,2.0,100.0,1,0,0.9500000049999995
SYNTH_00277,ICU,14,4,1,23,27,4.83,0.3333333055555579,0.9,12,Late,0,0,0,0,2,1.0,FullTime,Day,8,1.23,0.0,0.13333332222222316,2.0,100.0,0,0,0.7166666694444442
SYNTH_00278,ER,2,12,1,16,23,1.99,0.9999999166666736,0.7666666666666667,12,Late,0,0,3,3,0,2.0,PartTime,Late,8,4.83,0.0,0.528571395238098,0.0,200.0,1,0,0.36785715119047546
SYNTH_00279,ICU,8,18,0,7,22,2.39,2.249999718750036,0.7333333333333333,8,Early,0,0,0,0,7,2.0,20Percent,Day,8,4.77,0.0,0.8999998875000144,7.0,200.0,0,1,2.0250000281249965
SYNTH_00280,General Medicine,3,7,0,17,24,4.58,0.5833332847222263,0.8,12,Late,0,0,1,3,0,1.0,FullTime,Day,8,4.14,0.0,0.3619047424603191,0.0,100.0,0,0,0.15952381438492022
SYNTH_00281,General Medicine,3,8,1,22,26,4.87,0.6666666111111158,0.8666666666666667,12,Late,0,0,0,0,4,0.0,0,Day,8,4.97,0.0,0.2666666444444463,4.0,0.0,0,0,1.1833333388888885
SYNTH_00282,ICU,1,16,4,12,24,2.77,1.3333332222222316,0.8,12,Late,0,0,2,4,0,2.0,FullTime,Night,12,3.18,0.0,0.704761860317464,0.0,200.0,0,1,0.323809534920634
SYNTH_00283,Pediatrics,19,2,4,19,15,2.28,0.1666666527777789,0.5,12,Late,0,0,3,3,0,2.0,FullTime,Late,8,4.85,0.0,0.19523808968254014,0.0,200.0,1,0,0.451190477579365
SYNTH_00284,ICU,18,18,3,5,29,3.1,2.249999718750036,0.9666666666666668,8,Early,0,0,2,2,0,2.0,FullTime,Early,8,1.3,0.0,0.9857141732143001,0.0,200.0,1,1,0.503571456696425
SYNTH_00285,Pediatrics,17,10,0,7,16,3.75,0.8333332638888947,0.5333333333333333,12,Late,0,0,0,0,5,0.0,0,Day,8,2.46,0.0,0.3333333055555579,5.0,0.0,0,0,1.4166666736111106
SYNTH_00286,ER,13,16,3,12,23,2.09,1.5999998400000162,0.7666666666666667,10,Day,0,0,2,4,0,3.0,FullTime,Night,12,1.9,0.0,0.8114285074285779,0.0,300.0,0,0,0.047142873142855535
SYNTH_00287,ER,3,18,0,8,22,3.95,1.7999998200000182,0.7333333333333333,10,Day,0,0,0,0,5,0.0,0,Day,8,1.78,0.0,0.7199999280000073,5.0,0.0,1,0,1.5700000179999982
SYNTH_00288,ER,1,1,1,20,28,1.21,0.0833333263888894,0.9333333333333332,12,Late,0,0,0,0,4,2.0,PartTime,Day,8,1.56,0.0,0.03333333055555576,4.0,200.0,0,0,1.241666667361111
SYNTH_00289,General Medicine,4,7,4,14,17,1.2,0.5833332847222263,0.5666666666666667,12,Late,0,0,0,0,2,1.0,FullTime,Day,8,3.49,0.0,0.23333331388889056,2.0,100.0,0,0,0.6916666715277774
SYNTH_00290,ER,13,18,4,16,22,2.55,1.7999998200000182,0.7333333333333333,10,Day,0,0,0,0,5,2.0,20Percent,Day,8,4.13,0.0,0.7199999280000073,5.0,200.0,1,0,1.5700000179999982
SYNTH_00291,Pediatrics,17,6,1,18,26,2.41,0.599999940000006,0.8666666666666667,10,Day,0,0,2,2,0,0.0,0,Early,8,3.31,0.0,0.32571426171428813,0.0,0.0,0,0,0.16857143457142798
SYNTH_00292,ER,11,16,3,18,15,2.26,1.9999997500000315,0.5,8,Early,0,0,0,0,5,2.0,20Percent,Day,8,1.59,0.0,0.7999999000000126,5.0,200.0,0,1,1.5500000249999968
SYNTH_00293,ICU,2,5,3,6,24,2.96,0.499999950000005,0.8,10,Day,0,0,0,0,2,1.0,PartTime,Day,8,4.24,0.0,0.19999998000000202,2.0,100.0,1,0,0.9500000049999995
SYNTH_00294,ICU,16,18,2,9,18,2.28,1.7999998200000182,0.6,10,Day,0,0,0,0,3,1.0,HalfTime,Day,8,3.54,0.0,0.7199999280000073,3.0,100.0,1,0,1.0700000179999982
SYNTH_00295,General Medicine,2,5,0,9,17,1.77,0.4166666319444473,0.5666666666666667,12,Late,0,0,0,0,2,1.0,HalfTime,Day,8,2.55,0.0,0.16666665277777892,2.0,100.0,0,0,0.7083333368055553
SYNTH_00296,ICU,19,1,3,10,20,2.24,0.099999990000001,0.6666666666666666,10,Day,0,0,0,0,2,2.0,FullTime,Day,8,3.7,0.0,0.0399999960000004,2.0,200.0,1,0,0.9900000009999999
SYNTH_00297,Pediatrics,19,5,1,17,21,4.9,0.6249999218750099,0.7,8,Early,0,0,3,3,0,1.0,FullTime,Day,8,2.04,0.0,0.3785713973214325,0.0,100.0,0,1,0.40535715066964184
SYNTH_00298,ER,16,4,3,13,18,2.64,0.399999960000004,0.6,10,Day,0,0,0,0,3,0.0,0,Day,8,2.38,0.0,0.1599999840000016,3.0,0.0,1,0,1.2100000039999996
SYNTH_00299,General Medicine,19,18,4,19,21,2.78,1.4999998750000103,0.7,12,Late,0,0,0,0,3,2.0,FullTime,Day,8,4.67,0.0,0.5999999500000042,3.0,200.0,0,0,0.8500000124999989
SYNTH_00300,ER,9,19,0,18,23,3.31,1.5833332013889,0.7666666666666667,12,Late,0,0,3,3,0,0.0,0,Late,8,2.16,0.0,0.7619047091269886,0.0,0.0,1,0,0.30952382271825285
SYNTH_00301,ER,1,3,2,11,25,4.93,0.299999970000003,0.8333333333333334,10,Day,0,0,2,4,0,2.0,FullTime,Night,12,2.88,0.0,0.2914285594285726,0.0,200.0,0,0,0.17714286014285685
SYNTH_00302,Pediatrics,10,16,0,24,16,1.97,1.3333332222222316,0.5333333333333333,12,Late,0,0,0,0,2,0.0,0,Day,8,4.56,0.0,0.5333332888888926,2.0,0.0,0,0,0.6166666777777768
SYNTH_00303,ICU,19,10,4,6,25,3.73,1.2499998437500195,0.8333333333333334,8,Early,0,0,0,0,2,1.0,FullTime,Day,8,3.83,0.0,0.4999999375000078,2.0,100.0,0,1,0.8750000156249981
SYNTH_00304,ICU,1,3,4,11,17,3.86,0.3749999531250059,0.5666666666666667,8,Early,0,0,0,0,2,2.0,FullTime,Day,8,1.25,0.0,0.14999998125000236,2.0,200.0,0,1,0.9625000046874994
SYNTH_00305,ER,2,12,4,10,19,3.43,1.199999880000012,0.6333333333333333,10,Day,0,0,0,0,2,2.0,20Percent,Day,8,1.59,0.0,0.47999995200000484,2.0,200.0,1,0,0.8800000119999988
SYNTH_00306,General Medicine,16,19,4,21,17,1.35,1.899999810000019,0.5666666666666667,10,Day,0,0,0,0,3,1.0,PartTime,Day,8,1.03,0.0,0.7599999240000077,3.0,100.0,1,0,1.060000018999998
SYNTH_00307,ICU,12,16,1,6,25,3.71,1.5999998400000162,0.8333333333333334,10,Day,0,0,2,2,0,0.0,0,Night,12,3.52,0.0,0.7257142217142922,0.0,0.0,0,0,0.06857144457142694
SYNTH_00308,General Medicine,8,8,2,7,22,1.26,0.6666666111111158,0.7333333333333333,12,Late,0,0,2,2,0,0.0,0,Early,8,2.79,0.0,0.352380930158732,0.0,0.0,0,0,0.161904767460317
SYNTH_00309,ICU,18,3,4,9,26,3.38,0.3749999531250059,0.8666666666666667,8,Early,0,0,0,0,4,1.0,HalfTime,Day,8,1.54,0.0,0.14999998125000236,4.0,100.0,0,1,1.4625000046874994
SYNTH_00310,General Medicine,2,13,4,9,24,3.96,1.6249997968750256,0.8,8,Early,0,0,2,4,0,1.0,PartTime,Day,8,4.83,0.0,0.8214284901785817,0.0,100.0,0,1,0.29464287745535456
SYNTH_00311,Pediatrics,13,18,3,5,22,1.84,1.4999998750000103,0.7333333333333333,12,Late,0,0,3,3,0,0.0,0,Night,12,3.12,0.0,0.7285713785714327,0.0,0.0,0,1,0.3178571553571418
SYNTH_00312,General Medicine,6,2,2,12,22,4.37,0.2499999687500039,0.7333333333333333,8,Early,0,0,0,0,2,1.0,PartTime,Day,8,1.97,0.0,0.09999998750000157,2.0,100.0,0,1,0.9750000031249996
SYNTH_00313,Pediatrics,6,13,0,16,26,1.12,1.299999870000013,0.8666666666666667,10,Day,0,0,0,0,3,0.0,0,Day,8,3.0,0.0,0.5199999480000053,3.0,0.0,1,0,1.1200000129999987
SYNTH_00314,Pediatrics,9,7,2,8,26,4.38,0.699999930000007,0.8666666666666667,10,Day,0,0,1,3,0,1.0,PartTime,Late,8,3.72,0.0,0.4085714005714314,0.0,100.0,0,0,0.14785714985714216
SYNTH_00315,General Medicine,16,0,2,17,23,2.84,0.0,0.7666666666666667,10,Day,0,0,0,0,2,0.0,0,Day,8,1.3,0.0,0.0,2.0,0.0,1,0,1.0
SYNTH_00316,Pediatrics,11,9,2,19,18,1.87,1.1249998593750177,0.6,8,Early,0,0,2,4,0,2.0,FullTime,Night,12,2.1,0.0,0.6214285151785784,0.0,200.0,0,0,0.09464287120535539
SYNTH_00317,ER,7,17,4,15,19,1.54,1.6999998300000172,0.6333333333333333,10,Day,0,0,0,0,6,1.0,20Percent,Day,8,4.23,0.0,0.679999932000007,6.0,100.0,1,0,1.8300000169999984
SYNTH_00318,Pediatrics,10,15,4,14,19,4.81,1.249999895833342,0.6333333333333333,12,Late,0,0,3,3,0,1.0,PartTime,Early,8,2.84,0.0,0.6285713869047653,0.0,100.0,0,0,0.09285715327380867
SYNTH_00319,ICU,10,7,1,7,22,1.29,0.5833332847222263,0.7333333333333333,12,Late,0,0,0,0,3,2.0,PartTime,Day,8,3.19,0.0,0.23333331388889056,3.0,200.0,0,0,0.9416666715277774
SYNTH_00320,General Medicine,18,0,0,18,21,1.8,0.0,0.7,8,Early,0,0,3,3,0,1.0,HalfTime,Early,8,2.73,0.0,0.12857142857142856,0.0,100.0,1,1,0.7178571428571429
SYNTH_00321,ER,9,11,3,20,23,2.39,0.9166665902777842,0.7666666666666667,12,Late,0,0,2,2,0,1.0,PartTime,Day,8,1.18,0.0,0.4523809218253994,0.0,100.0,0,0,0.13690476954365016
SYNTH_00322,General Medicine,15,7,2,14,29,3.48,0.5833332847222263,0.9666666666666668,12,Late,0,0,4,4,0,2.0,FullTime,Day,8,1.66,0.0,0.40476188531746193,0.0,200.0,0,0,0.14880952867063452
SYNTH_00323,ICU,4,15,0,14,29,3.18,1.8749997656250292,0.9666666666666668,8,Early,0,0,0,0,2,0.0,0,Day,8,2.78,0.0,0.7499999062500118,2.0,0.0,0,1,0.812500023437497
SYNTH_00324,ICU,8,17,0,16,28,1.5,1.6999998300000172,0.9333333333333332,10,Day,0,0,0,0,5,2.0,PartTime,Day,8,1.84,0.0,0.679999932000007,5.0,200.0,1,0,1.5800000169999984
SYNTH_00325,ICU,9,3,1,13,22,2.16,0.299999970000003,0.7333333333333333,10,Day,0,0,0,0,5,2.0,20Percent,Day,8,1.2,0.0,0.11999998800000121,5.0,200.0,1,0,1.7200000029999998
SYNTH_00326,Pediatrics,13,5,3,5,16,1.96,0.499999950000005,0.5333333333333333,10,Day,0,0,0,0,2,2.0,FullTime,Day,8,4.37,0.0,0.19999998000000202,2.0,200.0,1,0,0.9500000049999995
SYNTH_00327,Pediatrics,9,11,2,9,24,1.85,1.3749998281250215,0.8,8,Early,0,0,2,4,0,2.0,HalfTime,Night,12,4.92,0.0,0.72142850267858,0.0,200.0,0,0,0.06964287433035499
SYNTH_00328,General Medicine,4,8,3,24,26,2.64,0.6666666111111158,0.8666666666666667,12,Late,0,0,0,0,5,0.0,0,Day,8,4.17,0.0,0.2666666444444463,5.0,0.0,0,0,1.4333333388888885
SYNTH_00329,General Medicine,17,14,1,12,18,3.82,1.399999860000014,0.6,10,Day,0,0,4,4,0,2.0,HalfTime,Early,8,4.42,0.0,0.731428515428577,0.0,200.0,0,0,0.06714287114285575
SYNTH_00330,ER,16,15,4,15,20,1.87,1.4999998500000151,0.6666666666666666,10,Day,0,0,0,0,3,1.0,HalfTime,Day,8,1.97,0.0,0.5999999400000061,3.0,100.0,1,0,1.1000000149999984
SYNTH_00331,ER,15,11,0,16,26,2.47,1.3749998281250215,0.8666666666666667,8,Early,0,0,0,0,7,0.0,0,Day,8,4.84,0.0,0.5499999312500087,7.0,0.0,0,1,2.112500017187498
SYNTH_00332,General Medicine,3,13,2,5,16,2.56,1.299999870000013,0.5333333333333333,10,Day,0,0,0,0,5,1.0,HalfTime,Day,8,1.79,0.0,0.5199999480000053,5.0,100.0,1,0,1.6200000129999987
SYNTH_00333,Pediatrics,5,12,4,24,21,4.91,1.4999998125000236,0.7,8,Early,0,0,0,0,5,0.0,0,Day,8,4.81,0.0,0.5999999250000094,5.0,0.0,0,1,1.6000000187499976
SYNTH_00334,ICU,5,1,1,15,17,4.82,0.0833333263888894,0.5666666666666667,12,Late,0,0,1,6,0,1.0,FullTime,Night,12,4.98,0.0,0.2904761876984129,0.0,100.0,0,1,0.4273809530753968
SYNTH_00335,General Medicine,15,2,3,9,27,4.2,0.2499999687500039,0.9,8,Early,0,0,2,2,0,2.0,PartTime,Day,8,3.85,0.0,0.18571427321428727,0.0,200.0,0,1,0.4535714316964282
SYNTH_00336,ER,18,9,0,19,17,1.97,1.1249998593750177,0.5666666666666667,8,Early,0,0,2,2,0,2.0,HalfTime,Early,8,4.92,0.0,0.5357142294642928,0.0,200.0,1,1,0.6160714426339268
SYNTH_00337,Pediatrics,15,8,2,9,25,1.27,0.9999998750000156,0.8333333333333334,8,Early,0,0,4,4,0,1.0,PartTime,Late,8,3.28,0.0,0.5714285214285777,0.0,100.0,0,1,0.3571428696428556
SYNTH_00338,General Medicine,2,19,4,16,16,2.27,2.374999703125037,0.5333333333333333,8,Early,0,0,0,0,2,1.0,FullTime,Day,8,2.04,0.0,0.9499998812500149,2.0,100.0,0,1,0.7625000296874963
SYNTH_00339,General Medicine,13,7,4,9,25,2.07,0.5833332847222263,0.8333333333333334,12,Late,0,0,0,0,2,2.0,FullTime,Day,8,2.75,0.0,0.23333331388889056,2.0,200.0,0,0,0.6916666715277774
SYNTH_00340,Pediatrics,4,9,0,21,22,3.02,0.7499999375000053,0.7333333333333333,12,Late,0,0,0,0,2,1.0,20Percent,Day,8,3.37,0.0,0.29999997500000214,2.0,100.0,0,0,0.6750000062499995
SYNTH_00341,General Medicine,10,18,3,21,20,4.11,1.7999998200000182,0.6666666666666666,10,Day,0,0,0,0,2,0.0,0,Day,8,1.29,0.0,0.7199999280000073,2.0,0.0,1,0,0.8200000179999982
SYNTH_00342,Pediatrics,13,2,1,16,15,4.43,0.1666666527777789,0.5,12,Late,0,0,0,0,2,0.0,0,Day,8,3.49,0.0,0.06666666111111157,2.0,0.0,0,0,0.7333333347222222
SYNTH_00343,ICU,10,4,3,19,26,4.38,0.3333333055555579,0.8666666666666667,12,Late,0,0,0,0,5,1.0,20Percent,Day,8,4.92,0.0,0.13333332222222316,5.0,100.0,0,0,1.4666666694444441
SYNTH_00344,Pediatrics,9,2,3,19,15,2.44,0.199999980000002,0.5,10,Day,0,0,0,0,2,2.0,20Percent,Day,8,1.76,0.0,0.0799999920000008,2.0,200.0,1,0,0.9800000019999998
SYNTH_00345,Pediatrics,8,15,3,10,21,3.75,1.249999895833342,0.7,12,Late,0,0,0,0,2,1.0,FullTime,Day,8,4.17,0.0,0.4999999583333368,2.0,100.0,0,0,0.6250000104166658
SYNTH_00346,Pediatrics,3,16,0,16,22,2.25,1.9999997500000315,0.7333333333333333,8,Early,0,0,4,4,0,2.0,FullTime,Early,8,4.63,0.0,0.971428471428584,0.0,200.0,1,1,0.507142882142854
SYNTH_00347,General Medicine,16,14,0,24,19,1.24,1.7499997812500274,0.6333333333333333,8,Early,0,0,2,2,0,2.0,HalfTime,Early,8,4.77,0.0,0.7857141982142968,0.0,200.0,1,1,0.5535714504464258
SYNTH_00348,General Medicine,14,2,1,22,26,3.81,0.199999980000002,0.8666666666666667,10,Day,0,0,0,0,3,0.0,0,Day,8,4.84,0.0,0.0799999920000008,3.0,0.0,1,0,1.2300000019999997
SYNTH_00349,Pediatrics,9,11,3,18,25,1.04,1.099999890000011,0.8333333333333334,10,Day,0,0,0,0,5,2.0,PartTime,Day,8,3.09,0.0,0.4399999560000044,5.0,200.0,1,0,1.6400000109999988
SYNTH_00350,General Medicine,11,8,0,6,19,2.64,0.7999999200000081,0.6333333333333333,10,Day,0,0,2,2,0,1.0,FullTime,Early,8,4.91,0.0,0.40571425371428893,0.0,100.0,0,0,0.14857143657142777
SYNTH_00351,ER,3,11,1,13,18,2.32,1.3749998281250215,0.6,8,Early,0,0,1,3,0,0.0,0,Day,8,4.03,0.0,0.6785713598214372,0.0,0.0,0,1,0.33035716004464066
SYNTH_00352,ER,5,14,1,9,28,3.77,1.166666569444453,0.9333333333333332,12,Late,0,0,2,4,0,2.0,20Percent,Late,8,1.65,0.0,0.6380951992063526,0.0,200.0,1,0,0.34047620019841185
SYNTH_00353,General Medicine,10,1,3,24,20,4.06,0.1249999843750019,0.6666666666666666,8,Early,0,0,2,2,0,0.0,0,Day,8,2.91,0.0,0.13571427946428646,0.0,0.0,0,1,0.4660714301339284
SYNTH_00354,General Medicine,13,17,2,5,28,2.22,1.6999998300000172,0.9333333333333332,10,Day,0,0,0,0,5,1.0,HalfTime,Day,8,3.87,0.0,0.679999932000007,5.0,100.0,1,0,1.5800000169999984
SYNTH_00355,Pediatrics,4,19,3,7,20,4.25,1.5833332013889,0.6666666666666666,12,Late,0,0,0,0,2,2.0,20Percent,Day,8,1.99,0.0,0.63333328055556,2.0,200.0,0,0,0.59166667986111
SYNTH_00356,ICU,13,11,2,10,17,2.18,0.9166665902777842,0.5666666666666667,12,Late,0,0,0,0,6,0.0,0,Day,8,3.56,0.0,0.3666666361111137,6.0,0.0,0,0,1.6583333409722216
SYNTH_00357,General Medicine,12,3,1,9,23,2.79,0.3749999531250059,0.7666666666666667,8,Early,0,0,0,0,4,1.0,PartTime,Day,8,3.67,0.0,0.14999998125000236,4.0,100.0,0,1,1.4625000046874994
SYNTH_00358,ER,5,15,0,9,26,3.91,1.4999998500000151,0.8666666666666667,10,Day,0,0,0,0,4,1.0,20Percent,Day,8,1.65,0.0,0.5999999400000061,4.0,100.0,1,0,1.3500000149999984
SYNTH_00359,Pediatrics,10,15,4,5,25,3.77,1.8749997656250292,0.8333333333333334,8,Early,0,0,0,0,3,1.0,PartTime,Day,8,3.26,0.0,0.7499999062500118,3.0,100.0,0,1,1.062500023437497
SYNTH_00360,General Medicine,9,0,1,21,28,4.95,0.0,0.9333333333333332,12,Late,0,0,0,0,5,0.0,0,Day,8,4.09,0.0,0.0,5.0,0.0,0,0,1.5
SYNTH_00361,ER,7,1,0,23,21,1.9,0.1249999843750019,0.7,8,Early,0,0,0,0,4,1.0,PartTime,Day,8,3.0,0.0,0.04999999375000076,4.0,100.0,0,1,1.4875000015624997
SYNTH_00362,ER,2,2,1,18,15,3.65,0.2499999687500039,0.5,8,Early,0,0,0,0,5,0.0,0,Day,8,1.05,0.0,0.09999998750000157,5.0,0.0,0,1,1.7250000031249997
SYNTH_00363,ICU,7,19,3,16,29,3.44,1.899999810000019,0.9666666666666668,10,Day,0,0,4,4,0,2.0,HalfTime,Night,12,1.04,0.0,0.9314284954285791,0.0,200.0,0,0,0.01714287614285523
SYNTH_00364,Pediatrics,8,16,2,14,27,4.66,1.5999998400000162,0.9,10,Day,0,0,0,0,2,2.0,FullTime,Day,8,2.43,0.0,0.6399999360000065,2.0,200.0,1,0,0.8400000159999984
SYNTH_00365,Pediatrics,7,19,1,24,21,1.63,1.5833332013889,0.7,12,Late,0,0,0,0,3,0.0,0,Day,8,4.7,0.0,0.63333328055556,3.0,0.0,0,0,0.84166667986111
SYNTH_00366,ICU,14,0,0,22,19,4.01,0.0,0.6333333333333333,8,Early,0,0,0,0,3,2.0,HalfTime,Day,8,1.91,0.0,0.0,3.0,200.0,0,1,1.25
SYNTH_00367,ICU,19,19,3,15,19,3.27,2.374999703125037,0.6333333333333333,8,Early,0,0,1,5,0,1.0,FullTime,Late,8,3.54,0.0,1.1642855955357292,0.0,100.0,0,1,0.25
SYNTH_00368,Pediatrics,5,5,4,6,28,2.1,0.6249999218750099,0.9333333333333332,8,Early,0,0,3,3,0,1.0,PartTime,Late,8,1.89,0.0,0.3785713973214325,0.0,100.0,0,1,0.40535715066964184
